sid,season,name,subbasin,nature,valid_time,lat,lon,dist2land_km,landfall_km,storm_speed_kt,storm_dir_deg,imd_wind_kt,imd_pres_hpa,imd_ci,jtwc_wind_1min_kt,jtwc_wind_kt,jtwc_pres_hpa,vmax_kt,pmin_hpa,label_agency,label_spread_kt,basin,imd_category,storm_motion_u_kt,storm_motion_v_kt,trend_12h_kt,vmax_plus_12h_kt,dv_12h_kt,vmax_plus_24h_kt,dv_24h_kt,vmax_plus_48h_kt,dv_48h_kt,ri_24h,reintensify_land,regime,featured_slug,is_featured
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-25 00:00:00,18.3,89.8,376,361.0,7.0,265.0,30.0,999.0,2.0,35.0,32.550000000000004,1002.0,30.0,999.0,IMD,2.5500000000000043,bay_of_bengal,DD,-6.973362886642219,-0.6100901992336077,5.0,35.0,5.0,40.0,10.0,30.0,0.0,0.0,0.0,sheared,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-25 03:00:00,18.3,89.4,361,321.0,8.0,270.0,30.0,998.0,2.0,35.0,32.550000000000004,1002.0,30.0,998.0,IMD,2.5500000000000043,bay_of_bengal,DD,-8.0,-1.469576158976824e-15,5.0,35.0,5.0,40.0,10.0,30.0,0.0,0.0,0.0,sheared,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-25 06:00:00,18.3,88.9,321,306.0,7.0,270.0,30.0,998.0,2.0,35.0,32.550000000000004,1001.0,30.0,998.0,IMD,2.5500000000000043,bay_of_bengal,DD,-7.0,-1.2858791391047208e-15,5.0,35.0,5.0,45.0,15.0,30.0,0.0,0.0,0.0,sheared,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-25 09:00:00,18.3,88.6,299,291.0,4.0,265.0,33.0,998.0,,38.0,35.34,999.0,33.0,998.0,IMD,2.3400000000000034,bay_of_bengal,DD,-3.984778792366982,-0.348622970990633,5.0,35.0,2.0,45.0,12.0,28.0,-5.0,0.0,0.0,sheared,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-25 12:00:00,18.3,88.5,291,291.0,3.0,265.0,35.0,997.0,2.5,40.0,37.2,996.0,35.0,997.0,IMD,2.200000000000003,bay_of_bengal,CS,-2.988584094275237,-0.2614672282429747,5.0,40.0,5.0,45.0,10.0,25.0,-10.0,0.0,0.0,maritime_mature,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-25 15:00:00,18.2,88.4,291,276.0,3.0,270.0,35.0,997.0,2.5,40.0,37.2,996.0,35.0,997.0,IMD,2.200000000000003,bay_of_bengal,CS,-3.0,-5.51091059616309e-16,5.0,40.0,5.0,45.0,10.0,25.0,-10.0,0.0,0.0,maritime_mature,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-25 18:00:00,18.3,88.2,268,240.0,6.0,270.0,35.0,996.0,2.5,40.0,37.2,996.0,35.0,996.0,IMD,2.200000000000003,bay_of_bengal,CS,-6.0,-1.102182119232618e-15,5.0,45.0,10.0,35.0,0.0,25.0,-10.0,0.0,0.0,maritime_mature,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-25 21:00:00,18.3,87.7,234,212.0,9.0,275.0,35.0,996.0,2.5,38.0,35.34,997.0,35.0,996.0,IMD,0.3400000000000034,bay_of_bengal,CS,-8.96575228282571,0.784401684728921,2.0,45.0,10.0,30.0,-5.0,25.0,-10.0,0.0,0.0,maritime_mature,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-26 00:00:00,18.3,87.3,212,175.0,11.0,275.0,40.0,994.0,2.5,35.0,32.550000000000004,998.0,40.0,994.0,IMD,7.449999999999996,bay_of_bengal,CS,-10.9581416790092,0.9587131702242369,5.0,45.0,5.0,30.0,-10.0,25.0,-15.0,0.0,0.0,maritime_mature,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-26 03:00:00,18.4,86.5,172,148.0,12.0,275.0,40.0,994.0,2.5,35.0,32.550000000000004,999.0,40.0,994.0,IMD,7.449999999999996,bay_of_bengal,CS,-11.954336377100947,1.0458689129718943,5.0,45.0,5.0,30.0,-10.0,20.0,-20.0,0.0,0.0,maritime_mature,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-26 06:00:00,18.5,86.0,138,86.0,12.0,270.0,45.0,992.0,3.0,35.0,32.550000000000004,999.0,45.0,992.0,IMD,12.449999999999996,bay_of_bengal,CS,-12.0,-2.204364238465236e-15,10.0,35.0,-10.0,30.0,-15.0,19.456666666666667,-25.543333333333333,0.0,0.0,maritime_mature,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-26 09:00:00,18.4,85.3,86,30.0,14.0,270.0,45.0,992.0,3.0,38.0,35.34,995.0,45.0,992.0,IMD,9.659999999999997,bay_of_bengal,CS,-14.0,-2.5717582782094417e-15,10.0,30.0,-15.0,28.0,-17.0,18.91333333333333,-26.086666666666662,0.0,0.0,maritime_mature,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-26 12:00:00,18.4,84.6,30,0.0,14.0,265.0,45.0,992.0,3.0,40.0,37.2,991.0,45.0,992.0,IMD,7.799999999999997,bay_of_bengal,CS,-13.946725773284438,-1.2201803984672157,5.0,30.0,-15.0,25.0,-20.0,18.37,-26.63,0.0,0.0,maritime_mature,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-26 15:00:00,18.3,83.9,0,0.0,11.0,265.0,45.0,992.0,0.0,38.0,35.34,995.0,45.0,992.0,IMD,9.659999999999997,land,CS,-10.9581416790092,-0.9587131702242409,5.0,30.0,-15.0,25.0,-20.0,17.826666666666668,-27.17333333333333,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-26 18:00:00,18.3,83.4,0,0.0,9.0,265.0,35.0,994.0,0.0,35.0,32.550000000000004,998.0,35.0,994.0,IMD,2.449999999999996,land,CS,-8.96575228282571,-0.7844016847289242,-10.0,30.0,-5.0,25.0,-10.0,17.283333333333335,-17.716666666666665,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-26 21:00:00,18.2,82.9,0,0.0,8.0,255.0,30.0,996.0,0.0,33.0,30.69,998.0,30.0,996.0,IMD,0.6900000000000013,land,DD,-7.727406610312546,-2.070552360820165,-15.0,28.0,-2.0,25.0,-5.0,16.740000000000002,-13.259999999999998,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-27 00:00:00,18.2,82.6,0,0.0,7.0,270.0,30.0,996.0,0.0,30.0,27.9,997.0,30.0,996.0,IMD,2.099999999999998,land,DD,-7.0,-1.2858791391047208e-15,-15.0,25.0,-5.0,25.0,-5.0,18.6,-11.4,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-27 03:00:00,18.2,82.2,0,0.0,10.0,290.0,30.0,996.0,0.0,28.0,26.040000000000003,999.0,30.0,996.0,IMD,3.959999999999997,land,DD,-9.396926207859083,3.4202014332566897,-15.0,25.0,-5.0,20.0,-10.0,21.39,-8.61,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-27 06:00:00,18.5,81.7,0,0.0,14.0,285.0,30.0,996.0,0.0,25.0,23.25,1000.0,30.0,996.0,IMD,6.75,land,DD,-13.522961568046956,3.623466631435284,-5.0,25.0,-5.0,19.456666666666667,-10.543333333333331,23.25,-6.75,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,TS,2021-09-27 09:00:00,18.6,80.8,0,0.0,17.0,280.0,28.0,997.0,,23.0,21.39,1000.0,28.0,997.0,IMD,6.609999999999999,land,DD,-16.74173180120754,2.9520190203378096,-2.0,25.0,-3.0,18.91333333333333,-9.086666666666666,23.25,-4.75,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,MX,2021-09-27 12:00:00,18.8,80.0,0,0.0,12.0,285.0,25.0,998.0,0.0,20.0,18.6,1000.0,25.0,998.0,IMD,6.399999999999999,land,D,-11.59110991546882,3.1058285412302435,-5.0,25.0,0.0,18.37,-6.629999999999999,23.25,-1.75,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,MX,2021-09-27 15:00:00,18.9,79.5,0,0.0,8.0,290.0,25.0,998.0,,20.0,18.6,1000.0,25.0,998.0,IMD,6.399999999999999,land,D,-7.517540966287266,2.736161146605352,-5.0,20.0,-5.0,17.826666666666668,-7.173333333333332,23.25,-1.75,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,MX,2021-09-27 18:00:00,19.1,79.2,0,0.0,8.0,290.0,25.0,998.0,0.0,20.0,18.6,1000.0,25.0,998.0,IMD,6.399999999999999,land,D,-7.517540966287266,2.736161146605352,-5.0,19.456666666666667,-5.543333333333333,17.283333333333335,-7.716666666666665,23.25,-1.75,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,MX,2021-09-27 21:00:00,19.2,78.8,0,0.0,10.0,295.0,25.0,998.0,,18.0,16.740000000000002,1000.0,25.0,998.0,IMD,8.259999999999998,land,D,-9.0630778703665,4.226182617406996,-3.0,18.91333333333333,-6.086666666666666,16.740000000000002,-8.259999999999998,26.040000000000003,1.0400000000000027,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,BB,MX,2021-09-28 00:00:00,19.5,78.3,0,0.0,11.0,300.0,25.0,998.0,0.0,15.0,13.95,1000.0,25.0,998.0,IMD,11.05,land,D,-9.526279441628825,5.500000000000001,0.0,18.37,-6.629999999999999,18.6,-6.399999999999999,25.0,0.0,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,MX,2021-09-28 03:00:00,19.8,77.8,0,0.0,10.0,310.0,20.0,999.0,0.0,15.0,13.95,1002.0,20.0,999.0,IMD,6.049999999999999,land,D,-7.660444431189781,6.4278760968653925,-5.0,17.826666666666668,-2.173333333333332,21.39,1.3900000000000006,25.0,5.0,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,DS,2021-09-28 21:00:00,21.2,74.7,0,0.0,13.0,300.0,,,,18.0,16.740000000000002,1003.0,16.740000000000002,1003.0,JTWC_conv_3min,,land,,-11.258330249197702,6.500000000000002,-2.173333333333332,23.25,6.509999999999998,26.040000000000003,9.3,33.0,16.259999999999998,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,DS,2021-09-29 00:00:00,21.5,74.1,0,0.0,15.0,300.0,,,,20.0,18.6,1002.0,18.6,1002.0,JTWC_conv_3min,,land,D,-12.990381056766578,7.500000000000002,0.2300000000000004,23.25,4.649999999999999,25.0,6.399999999999999,35.0,16.4,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,DS,2021-09-29 03:00:00,21.9,73.3,0,0.0,16.0,295.0,,,,23.0,21.39,1002.0,21.39,1002.0,JTWC_conv_3min,,land,D,-14.500924592586395,6.761892187851194,3.563333333333333,23.25,1.8599999999999997,25.0,3.61,40.0,18.61,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-29 06:00:00,22.2,72.6,11,0.0,13.0,295.0,,,,25.0,23.25,1001.0,23.25,1001.0,JTWC_conv_3min,,arabian_sea,D,-11.782001231476448,5.494037402629095,5.966666666666665,23.25,0.0,25.0,1.75,45.0,21.75,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-29 09:00:00,22.4,72.0,0,0.0,11.0,290.0,,,,25.0,23.25,1001.0,23.25,1001.0,JTWC_conv_3min,,land,D,-10.336618828644992,3.762221576582359,6.509999999999998,26.040000000000003,2.7900000000000027,25.0,1.75,45.0,21.75,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-29 12:00:00,22.6,71.5,0,0.0,12.0,280.0,,,,25.0,23.25,1001.0,23.25,1001.0,JTWC_conv_3min,,land,D,-11.817693036146498,2.08377813200316,4.649999999999999,25.0,1.75,25.0,1.75,55.0,31.75,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-29 15:00:00,22.7,70.8,0,0.0,13.0,275.0,,,,25.0,23.25,1002.0,23.25,1002.0,JTWC_conv_3min,,land,D,-12.950531075192693,1.1330246557195525,1.8599999999999997,25.0,1.75,28.0,4.75,55.0,31.75,0.0,0.0,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-29 18:00:00,22.7,70.1,20,0.0,11.0,270.0,,,,25.0,23.25,1002.0,23.25,1002.0,JTWC_conv_3min,,arabian_sea,D,-11.0,-2.0206672185931327e-15,0.0,25.0,1.75,30.0,6.75,60.0,36.75,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-29 21:00:00,22.7,69.6,10,10.0,8.0,265.0,,,,28.0,26.040000000000003,1000.0,26.040000000000003,1000.0,JTWC_conv_3min,,arabian_sea,D,-7.969557584733964,-0.697245941981266,2.7900000000000027,25.0,-1.0400000000000027,33.0,6.959999999999997,60.0,33.959999999999994,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-30 00:00:00,22.6,69.3,22,22.0,8.0,265.0,25.0,,1.5,30.0,27.9,998.0,25.0,998.0,IMD,2.900000000000002,arabian_sea,D,-7.969557584733964,-0.697245941981266,1.75,25.0,0.0,35.0,10.0,60.0,35.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-30 03:00:00,22.6,68.7,38,38.0,9.0,270.0,25.0,,1.5,30.0,27.9,999.0,25.0,998.0,IMD,2.900000000000002,arabian_sea,D,-9.0,-1.6532731788489269e-15,1.75,28.0,3.0,40.0,15.0,60.0,35.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-30 06:00:00,22.6,68.3,69,69.0,9.0,280.0,25.0,,1.5,30.0,27.9,999.0,25.0,998.0,IMD,2.900000000000002,arabian_sea,D,-8.863269777109874,1.5628335990023698,1.75,30.0,5.0,45.0,20.0,60.0,35.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-30 09:00:00,22.8,67.7,102,102.0,10.0,285.0,25.0,,,30.0,27.9,999.0,25.0,999.0,IMD,2.900000000000002,arabian_sea,D,-9.659258262890685,2.588190451025203,-1.0400000000000027,33.0,8.0,45.0,20.0,60.0,35.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-30 12:00:00,22.9,67.2,108,108.0,9.0,280.0,25.0,,1.5,30.0,27.9,999.0,25.0,998.0,IMD,2.900000000000002,arabian_sea,D,-8.863269777109874,1.5628335990023698,0.0,35.0,10.0,55.0,30.0,60.0,35.0,1.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-30 15:00:00,22.9,66.8,129,129.0,7.0,275.0,28.0,,,33.0,30.69,998.0,28.0,998.0,IMD,2.6900000000000013,arabian_sea,DD,-6.973362886642219,0.6100901992336052,3.0,40.0,12.0,55.0,27.0,60.0,32.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-30 18:00:00,23.0,66.4,150,150.0,8.0,275.0,30.0,,2.0,35.0,32.550000000000004,997.0,30.0,996.0,IMD,2.5500000000000043,arabian_sea,DD,-7.969557584733964,0.6972459419812631,5.0,45.0,15.0,60.0,30.0,60.0,30.0,1.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-09-30 21:00:00,23.0,65.9,189,189.0,9.0,275.0,33.0,,,38.0,35.34,996.0,33.0,996.0,IMD,2.3400000000000034,arabian_sea,DD,-8.96575228282571,0.784401684728921,8.0,45.0,12.0,60.0,27.0,60.0,27.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-01 00:00:00,23.1,65.4,227,227.0,9.0,280.0,35.0,,2.5,40.0,37.2,994.0,35.0,995.0,IMD,2.200000000000003,arabian_sea,CS,-8.863269777109874,1.5628335990023698,10.0,55.0,20.0,60.0,25.0,60.0,25.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-01 03:00:00,23.1,64.9,235,223.0,8.0,280.0,40.0,,2.5,45.0,41.85,991.0,40.0,994.0,IMD,1.8500000000000012,arabian_sea,CS,-7.878462024097665,1.3891854213354398,12.0,55.0,15.0,60.0,20.0,60.0,20.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-01 06:00:00,23.2,64.6,223,212.0,7.0,290.0,45.0,,3.0,50.0,46.5,987.0,45.0,992.0,IMD,1.5,arabian_sea,CS,-6.577848345501359,2.394141003279683,15.0,60.0,15.0,60.0,15.0,60.0,15.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-01 09:00:00,23.3,64.2,213,203.0,7.0,290.0,45.0,,3.0,53.0,49.29,986.0,45.0,991.0,IMD,4.289999999999999,arabian_sea,CS,-6.577848345501359,2.394141003279683,12.0,60.0,15.0,60.0,15.0,60.0,15.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-01 12:00:00,23.5,63.9,194,178.0,7.0,295.0,55.0,,3.5,55.0,51.150000000000006,984.0,55.0,987.0,IMD,3.8499999999999934,arabian_sea,SCS,-6.344154509256549,2.958327832184897,20.0,60.0,5.0,60.0,5.0,60.0,5.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-01 15:00:00,23.6,63.5,178,178.0,6.0,290.0,55.0,,3.5,55.0,51.150000000000006,984.0,55.0,986.0,IMD,3.8499999999999934,arabian_sea,SCS,-5.63815572471545,2.052120859954014,15.0,60.0,5.0,60.0,5.0,60.0,5.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-01 18:00:00,23.7,63.2,168,153.0,6.0,290.0,60.0,,3.5,55.0,51.150000000000006,983.0,60.0,984.0,IMD,8.849999999999994,arabian_sea,SCS,-5.63815572471545,2.052120859954014,15.0,60.0,0.0,60.0,0.0,55.0,-5.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-01 21:00:00,23.8,62.8,150,145.0,7.0,285.0,60.0,,3.5,58.0,53.940000000000005,983.0,60.0,984.0,IMD,6.059999999999995,arabian_sea,SCS,-6.761480784023479,1.811733315717642,15.0,60.0,0.0,60.0,0.0,55.0,-5.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-02 00:00:00,23.8,62.5,134,126.0,7.0,285.0,60.0,,3.5,60.0,55.8,982.0,60.0,984.0,IMD,4.199999999999996,arabian_sea,SCS,-6.761480784023479,1.811733315717642,5.0,60.0,0.0,60.0,0.0,40.0,-20.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-02 03:00:00,24.0,62.1,115,100.0,7.0,290.0,60.0,,3.5,63.0,58.59,980.0,60.0,984.0,IMD,1.4099999999999966,arabian_sea,SCS,-6.577848345501359,2.394141003279683,5.0,60.0,0.0,60.0,0.0,30.0,-30.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-02 06:00:00,24.1,61.7,101,94.0,8.0,290.0,60.0,,3.5,65.0,60.45,978.0,60.0,984.0,IMD,0.4500000000000028,arabian_sea,SCS,-7.517540966287266,2.736161146605352,0.0,60.0,0.0,60.0,0.0,20.0,-40.0,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-02 09:00:00,24.2,61.3,101,91.0,8.0,290.0,60.0,,3.5,65.0,60.45,978.0,60.0,984.0,IMD,0.4500000000000028,arabian_sea,SCS,-7.517540966287266,2.736161146605352,0.0,60.0,0.0,60.0,0.0,,,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-02 12:00:00,24.4,60.9,89,89.0,8.0,280.0,60.0,,3.5,65.0,60.45,978.0,60.0,984.0,IMD,0.4500000000000028,arabian_sea,SCS,-7.878462024097665,1.3891854213354398,0.0,60.0,0.0,60.0,0.0,,,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-02 15:00:00,24.4,60.5,100,100.0,7.0,270.0,60.0,,3.5,68.0,63.24,977.0,60.0,984.0,IMD,3.240000000000002,arabian_sea,SCS,-7.0,-1.2858791391047208e-15,0.0,60.0,0.0,60.0,0.0,,,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-02 18:00:00,24.3,60.1,101,101.0,7.0,265.0,60.0,,3.5,70.0,65.10000000000001,976.0,60.0,984.0,IMD,5.1000000000000085,arabian_sea,SCS,-6.973362886642219,-0.6100901992336077,0.0,60.0,0.0,55.0,-5.0,,,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-02 21:00:00,24.3,59.7,113,105.0,6.0,255.0,60.0,,3.5,68.0,63.24,978.0,60.0,984.0,IMD,3.240000000000002,arabian_sea,SCS,-5.79555495773441,-1.5529142706151238,0.0,60.0,0.0,55.0,-5.0,,,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-03 00:00:00,24.2,59.5,105,73.0,6.0,255.0,60.0,,3.5,65.0,60.45,979.0,60.0,984.0,IMD,0.4500000000000028,arabian_sea,SCS,-5.79555495773441,-1.5529142706151238,0.0,60.0,0.0,40.0,-20.0,,,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-03 03:00:00,24.1,59.1,73,67.0,6.0,260.0,60.0,,3.5,68.0,63.24,978.0,60.0,984.0,IMD,3.240000000000002,arabian_sea,SCS,-5.908846518073248,-1.041889066001582,0.0,60.0,0.0,30.0,-30.0,,,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-03 06:00:00,24.1,58.8,67,56.0,6.0,265.0,60.0,,3.5,70.0,65.10000000000001,977.0,60.0,984.0,IMD,5.1000000000000085,arabian_sea,SCS,-5.977168188550474,-0.5229344564859495,0.0,55.0,-5.0,20.0,-40.0,,,0.0,0.0,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-03 09:00:00,24.1,58.4,56,39.0,6.0,260.0,60.0,,3.5,65.0,60.45,981.0,60.0,984.0,IMD,0.4500000000000028,arabian_sea,SCS,-5.908846518073248,-1.041889066001582,0.0,55.0,-5.0,,,,,,,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-03 12:00:00,24.0,58.1,39,33.0,5.0,260.0,60.0,,3.5,60.0,55.8,984.0,60.0,984.0,IMD,4.199999999999996,arabian_sea,SCS,-4.92403876506104,-0.8682408883346516,0.0,40.0,-20.0,,,,,,,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-03 15:00:00,24.0,57.8,33,15.0,5.0,260.0,60.0,,3.5,58.0,53.940000000000005,986.0,60.0,984.0,IMD,6.059999999999995,arabian_sea,SCS,-4.92403876506104,-0.8682408883346516,0.0,30.0,-30.0,,,,,,,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-03 18:00:00,23.9,57.6,15,0.0,5.0,250.0,55.0,,3.5,55.0,51.150000000000006,987.0,55.0,986.0,IMD,3.8499999999999934,arabian_sea,SCS,-4.698463103929543,-1.7101007166283426,-5.0,20.0,-35.0,,,,,,,post_landfall_remnant,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-03 21:00:00,23.8,57.3,0,0.0,6.0,250.0,55.0,,0.0,45.0,41.85,992.0,55.0,988.0,IMD,13.15,land,SCS,-5.638155724715451,-2.0521208599540115,-5.0,,,,,,,,,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-04 00:00:00,23.7,56.9,0,0.0,8.0,250.0,40.0,,0.0,35.0,32.550000000000004,996.0,40.0,994.0,IMD,7.449999999999996,land,CS,-7.517540966287267,-2.7361611466053484,-20.0,,,,,,,,,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-04 03:00:00,23.5,56.5,0,0.0,8.0,250.0,30.0,,0.0,30.0,27.9,999.0,30.0,998.0,IMD,2.099999999999998,land,DD,-7.517540966287267,-2.7361611466053484,-30.0,,,,,,,,,over_land,,False
2021267N18094,2021,Gulab:Shaheen-Gu,AS,TS,2021-10-04 06:00:00,23.4,56.1,0,,8.0,250.0,20.0,,0.0,25.0,23.25,1001.0,20.0,1000.0,IMD,3.25,land,D,-7.517540966287267,-2.7361611466053484,-35.0,,,,,,,,,over_land,,False
2022126N07095,2022,Asani,BB,DS,2022-05-05 21:00:00,7.6,93.8,272,272.0,5.0,305.0,,,,18.0,16.740000000000002,1008.0,16.740000000000002,1008.0,JTWC_conv_3min,,bay_of_bengal,,-4.095760221444959,2.8678821817552302,0.0,21.39,4.649999999999999,30.69,13.95,33.0,16.259999999999998,0.0,0.0,sheared,,False
2022126N07095,2022,Asani,BB,DS,2022-05-06 00:00:00,7.7,93.6,294,294.0,4.0,305.0,,,,20.0,18.6,1005.0,18.6,1005.0,JTWC_conv_3min,,bay_of_bengal,D,-3.276608177155967,2.294305745404184,0.0,23.25,4.649999999999999,32.550000000000004,13.950000000000005,35.0,16.4,0.0,0.0,sheared,,False
2022126N07095,2022,Asani,BB,DS,2022-05-06 03:00:00,7.8,93.4,316,316.0,4.0,305.0,,,,20.0,18.6,1005.0,18.6,1005.0,JTWC_conv_3min,,bay_of_bengal,D,-3.276608177155967,2.294305745404184,0.0,26.040000000000003,7.440000000000001,35.34,16.740000000000002,40.0,21.4,0.0,0.0,sheared,,False
2022126N07095,2022,Asani,BB,DS,2022-05-06 06:00:00,7.9,93.3,332,332.0,4.0,305.0,,,,20.0,18.6,1004.0,18.6,1004.0,JTWC_conv_3min,,bay_of_bengal,D,-3.276608177155967,2.294305745404184,0.0,27.9,9.3,25.0,6.399999999999999,45.0,26.4,0.0,0.0,sheared,,False
2022126N07095,2022,Asani,BB,DS,2022-05-06 09:00:00,8.0,93.1,355,355.0,5.0,305.0,,,,23.0,21.39,1004.0,21.39,1004.0,JTWC_conv_3min,,bay_of_bengal,D,-4.095760221444959,2.8678821817552302,4.649999999999999,30.69,9.3,28.0,6.609999999999999,45.0,23.61,0.0,0.0,sheared,,False
